Date,Open,High,Low,Close,Volume,Capital Gains,Symbol,Returns,Log_Returns,Price_Change,High_Low_Pct,Volume_MA
2014-11-17 00:00:00-05:00,56.05457602511627,56.59749898171658,56.05457602511627,56.44715118408203,8587200,0.0,XLV,,,0.3925751589657622,0.009685613469934157,
2014-11-18 00:00:00-05:00,56.488925480385625,57.399366932136296,56.438811658796844,57.357601165771484,8240100,0.0,XLV,0.01612924589799669,0.01600055159524117,0.8686756853858597,0.0170194099611191,
2014-11-19 00:00:00-05:00,57.29076708100174,57.324178412928546,56.88984384299997,57.040191650390625,6253600,0.0,XLV,-0.0055338701223487385,-0.005549238706337045,-0.2505754306111143,0.007634659204325031,
2014-11-20 00:00:00-05:00,56.789611577041796,57.0234845350933,56.61420685850317,56.79796600341797,9041600,0.0,XLV,-0.004246578420656455,-0.004255620743165296,0.008354426376172341,0.0072292397845129365,
2014-11-21 00:00:00-05:00,57.36596136040086,57.48289787090415,56.90656337445088,57.06526565551758,8098700,0.0,XLV,0.004706148316711234,0.0046951090222108,-0.3006957048832817,0.010127733292571628,
2014-11-24 00:00:00-05:00,57.29077848861229,57.36595559355669,57.17384198986431,57.357601165771484,5020100,0.0,XLV,0.00512282746598669,0.0051097504272916185,0.06682267715919465,0.003360166065566167,
2014-11-25 00:00:00-05:00,57.47455206784284,57.60819745565324,57.20726766478488,57.43279266357422,5510200,0.0,XLV,0.0013109247296696491,0.0013100662180603776,-0.04175940426862468,0.007008371614908665,
2014-11-26 00:00:00-05:00,57.624886142546515,57.80864532049681,57.39936757032835,57.78358840942383,5325900,0.0,XLV,0.006107934676004234,0.006089356852708947,0.15870226687731304,0.007130352954969245,
2014-11-28 00:00:00-05:00,57.84204273666522,58.46013642707963,57.84204273666522,58.142738342285156,4395500,0.0,XLV,0.006215431452899489,0.006196195324901711,0.3006956056199357,0.010685889729523874,
2014-12-01 00:00:00-05:00,57.93393644662508,58.41839130423121,57.85875934058763,58.00075912475586,8537400,0.0,XLV,-0.002441907993625425,-0.0024448943134862283,0.06682267813077658,0.009672380984688625,
