Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2014-11-17 00:00:00-05:00,15.843473255336136,15.909516155457695,15.830264985437907,15.889703750610352,19907978,0.0,0.0,0.0
2014-11-18 00:00:00-05:00,15.88309914129806,15.995369432079945,15.876493455915814,15.942536354064941,15630130,0.0,0.0,0.0
2014-11-19 00:00:00-05:00,15.91611951548695,15.93593191936967,15.843472483953295,15.909515380859375,27164231,0.0,0.0,0.0
2014-11-20 00:00:00-05:00,15.830264214698147,15.929327784742096,15.803847676187852,15.909515380859375,19798912,0.0,0.0,0.0
2014-11-21 00:00:00-05:00,16.087823533559998,16.087823533559998,15.968947596822176,15.988759994506836,25110061,0.0,0.0,0.0
2014-11-24 00:00:00-05:00,16.041598202733677,16.13405763889543,16.034995618683215,16.094432830810547,23038411,0.0,0.0,0.0
2014-11-25 00:00:00-05:00,16.127441906958982,16.127441906958982,16.028378407353046,16.081212997436523,28864242,0.0,0.0,0.0
2014-11-26 00:00:00-05:00,16.081229383839514,16.107645930484487,16.061416973855785,16.101041793823242,10769280,0.0,0.0,0.0
2014-11-28 00:00:00-05:00,16.114242553710938,16.186889573742995,16.09443015296495,16.114242553710938,9621496,0.0,0.0,0.0
2014-12-01 00:00:00-05:00,16.028390645732266,16.074621141182973,15.962349295989004,16.00197410583496,33654309,0.0,0.0,0.0
2014-12-02 00:00:00-05:00,15.988762827633185,16.16707598902116,15.988762827633185,16.153867721557617,26767603,0.0,0.0,0.0
2014-12-03 00:00:00-05:00,16.167076061800525,16.239723083807185,16.134055392993016,16.22651481628418,17814417,0.0,0.0,0.0
2014-12-04 00:00:00-05:00,16.206705451237966,16.26614266622672,16.14066255062003,16.24633026123047,20925400,0.0,0.0,0.0
2014-12-05 00:00:00-05:00,16.332181878148344,16.45105784319409,16.312369475745758,16.391620635986328,37209929,0.0,0.0,0.0
2014-12-08 00:00:00-05:00,16.37181274705406,16.55673010442078,16.365208611099202,16.470874786376953,52915889,0.0,0.0,0.0
2014-12-09 00:00:00-05:00,16.259544311586048,16.43125343322754,16.21331535016014,16.43125343322754,55516992,0.0,0.0,0.0
2014-12-10 00:00:00-05:00,16.38501647907296,16.43784955207307,16.1934934881871,16.219911575317383,63708559,0.0,0.0,0.0
2014-12-11 00:00:00-05:00,16.266142785559897,16.40483117218155,16.233122110323894,16.259538650512695,71819494,0.0,0.0,0.0
2014-12-12 00:00:00-05:00,16.134057812499705,16.23312138440821,15.922723949809313,15.942536354064941,48320689,0.0,0.0,0.0
