Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2014-11-17 00:00:00-05:00,55.534350540551685,55.91676257754231,55.32693953259252,55.586204528808594,12215100,0.0,0.0,0.0
2014-11-18 00:00:00-05:00,55.56675771387434,56.0917657195292,55.36582475579117,55.63157272338867,19680300,0.0,0.0,0.0
2014-11-19 00:00:00-05:00,55.73527367946326,56.117690628010045,55.2426756693959,55.923240661621094,14746200,0.0,0.0,0.0
2014-11-20 00:00:00-05:00,56.033417398504156,56.707504240050945,55.88434340132652,56.62324523925781,16917300,0.0,0.0,0.0
2014-11-21 00:00:00-05:00,57.60198070809553,57.828835718010126,56.947337726569124,57.362159729003906,28685200,0.0,0.0,0.0
2014-11-24 00:00:00-05:00,57.17419543676984,57.48531442582397,56.67511439138658,56.92141342163086,16678100,0.0,0.0,0.0
2014-11-25 00:00:00-05:00,57.23252132528505,57.27789232062286,55.916752570353125,55.99453353881836,22554000,0.0,0.0,0.0
2014-11-26 00:00:00-05:00,55.735278655740586,55.8778746511483,55.190826613349486,55.28805160522461,20873200,0.0,0.0,0.0
2014-11-28 00:00:00-05:00,52.98058793115096,53.14911088687458,51.580565142639124,51.736122131347656,42538300,0.0,0.0,0.0
2014-12-01 00:00:00-05:00,51.45741342390483,52.079646326739706,50.9907375105118,51.917606353759766,51594500,0.0,0.0,0.0
2014-12-02 00:00:00-05:00,51.548162030449525,52.98707796643708,51.5287180224067,52.48151397705078,33234900,0.0,0.0,0.0
2014-12-03 00:00:00-05:00,52.818552056190484,53.544492968255724,52.63706806444115,53.12318801879883,31549200,0.0,0.0,0.0
2014-12-04 00:00:00-05:00,52.61113278159585,53.00002769477594,52.189827898539455,52.662986755371094,23579500,0.0,0.0,0.0
2014-12-05 00:00:00-05:00,52.54634122140908,52.70189826704267,51.8268830858834,52.03429412841797,23443300,0.0,0.0,0.0
2014-12-08 00:00:00-05:00,51.334270930658775,51.52872091212815,49.817578877444085,49.927764892578125,41192700,0.0,0.0,0.0
2014-12-09 00:00:00-05:00,49.81755955868223,50.67961322646219,49.649036636431546,50.47220230102539,33668900,0.0,0.0,0.0
