Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2014-11-17 00:00:00-05:00,36.27310702973067,36.36053183589756,36.13322533883808,36.308074951171875,4132700,0.0,0.0,0.0
2014-11-18 00:00:00-05:00,36.28183908330084,36.509145523392306,36.2730979388919,36.43046188354492,4829900,0.0,0.0,0.0
2014-11-19 00:00:00-05:00,36.439211962406766,36.439211962406766,36.028308076168926,36.194419860839844,7167000,0.0,0.0,0.0
2014-11-20 00:00:00-05:00,36.07202015158256,36.378013610839844,36.00208098106578,36.378013610839844,4897400,0.0,0.0,0.0
2014-11-21 00:00:00-05:00,36.66651280308707,36.68399842694668,36.28183908330084,36.43046188354492,6462800,0.0,0.0,0.0
2014-11-24 00:00:00-05:00,36.500414298530984,36.63155484559665,36.39550386190403,36.62281036376953,3113200,0.0,0.0,0.0
2014-11-25 00:00:00-05:00,36.67525673914444,36.7889116250271,36.6140587240634,36.64028549194336,4744600,0.0,0.0,0.0
2014-11-26 00:00:00-05:00,36.6490284269535,36.989993101261554,36.6490284269535,36.97250747680664,10241000,0.0,0.0,0.0
2014-11-28 00:00:00-05:00,37.04244800477503,37.22604540079715,36.97250883941964,37.147361755371094,5432500,0.0,0.0,0.0
2014-12-01 00:00:00-05:00,37.059942453874214,37.10365485950954,36.570358174690135,36.72772216796875,11664700,0.0,0.0,0.0
2014-12-02 00:00:00-05:00,36.71022343068722,36.797648202799,36.587824080672945,36.7364501953125,5630600,0.0,0.0,0.0
2014-12-03 00:00:00-05:00,36.815153559330454,36.928808492034555,36.65778621713802,36.86760711669922,4271700,0.0,0.0,0.0
2014-12-04 00:00:00-05:00,36.84138033801484,36.98126204940332,36.72772540531073,36.86760711669922,3766800,0.0,0.0,0.0
2014-12-05 00:00:00-05:00,36.893821735784734,36.963760894584446,36.7364544596833,36.82387924194336,7179500,0.0,0.0,0.0
2014-12-08 00:00:00-05:00,36.753949572199346,36.81514760258969,36.29058876847489,36.44795608520508,6689900,0.0,0.0,0.0
2014-12-09 00:00:00-05:00,35.967118407152,36.491677320293896,35.844722327931805,36.4392204284668,8221700,0.0,0.0,0.0
2014-12-10 00:00:00-05:00,36.447950590345776,36.447950590345776,35.81848475336524,35.888423919677734,8270600,0.0,0.0,0.0
