Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2014-11-17 00:00:00-05:00,45.94574014757445,46.12575694855043,45.87209591762479,46.011199951171875,4271100,0.0,0.0,0.0
2014-11-18 00:00:00-05:00,45.98664494192524,46.469423005348915,45.98664494192524,46.35486602783203,8658600,0.0,0.0,0.0
2014-11-19 00:00:00-05:00,46.33031243165059,46.34667815885736,46.04392000914032,46.215755462646484,5200400,0.0,0.0,0.0
2014-11-20 00:00:00-05:00,46.0766555608565,46.39577946615797,45.92118269928861,46.3385009765625,7383100,0.0,0.0,0.0
2014-11-21 00:00:00-05:00,46.878565106718334,46.91947787425843,46.682179452504144,46.78855514526367,7509600,0.0,0.0,0.0
2014-11-24 00:00:00-05:00,46.9194705187357,47.074940259592864,46.80491353900478,46.91128921508789,6706900,0.0,0.0,0.0
2014-11-25 00:00:00-05:00,47.0258603698817,47.14859869025759,46.878571888275005,47.05040740966797,8276900,0.0,0.0,0.0
2014-11-26 00:00:00-05:00,47.074952823292996,47.08313725056872,46.87038584162189,46.96039581298828,5373800,0.0,0.0,0.0
2014-11-28 00:00:00-05:00,47.08312890011765,47.09131020449795,46.50215952435647,46.56761932373047,5866000,0.0,0.0,0.0
2014-12-01 00:00:00-05:00,46.420322452838576,46.420322452838576,45.85571890969911,45.97027587890625,16636300,0.0,0.0,0.0
2014-12-02 00:00:00-05:00,46.150307915633014,46.412153377503614,45.96210356355965,46.36305618286133,6621000,0.0,0.0,0.0
2014-12-03 00:00:00-05:00,46.395792598516366,47.05040632307019,46.395792598516366,46.98494338989258,11434700,0.0,0.0,0.0
2014-12-04 00:00:00-05:00,46.935843745490644,46.95220947684429,46.5430755573354,46.747642517089844,6474500,0.0,0.0,0.0
2014-12-05 00:00:00-05:00,46.82127938483058,47.034027616085226,46.71490370848146,46.854007720947266,7454600,0.0,0.0,0.0
2014-12-08 00:00:00-05:00,46.78036316466414,46.85400738292168,46.19121254004743,46.3385009765625,8838300,0.0,0.0,0.0
2014-12-09 00:00:00-05:00,45.822992656977085,46.40396199330299,45.69206994567204,46.346683502197266,10282200,0.0,0.0,0.0
2014-12-10 00:00:00-05:00,46.21576803183833,46.305777995233726,45.41386590927488,45.46296310424805,12942200,0.0,0.0,0.0
2014-12-11 00:00:00-05:00,45.389314398472564,46.06847502738012,45.32385147829438,45.68389129638672,11749900,0.0,0.0,0.0
2014-12-12 00:00:00-05:00,45.30748376526332,45.50386939575876,44.83289010051852,44.85743713378906,13168800,0.0,0.0,0.0
2014-12-15 00:00:00-05:00,45.23385027876815,45.258400439308566,44.47286085234861,44.71015930175781,16225600,0.0,0.0,0.0
2014-12-16 00:00:00-05:00,44.63651491926015,45.6348027918736,44.603783452941315,44.75107192993164,15504600,0.0,0.0,0.0
2014-12-17 00:00:00-05:00,44.62013971785464,45.282937723667565,44.30101579257412,45.16838073730469,21899700,0.0,0.0,0.0
2014-12-18 00:00:00-05:00,46.02757109684983,46.33851378448633,45.63480286473005,46.305782318115234,14040400,0.0,0.0,0.0
2014-12-19 00:00:00-05:00,46.450599438868075,46.74683050925217,46.335399164601384,46.565799713134766,12359000,0.316,0.0,0.0
2014-12-22 00:00:00-05:00,46.73859331074332,47.02659709339543,46.67276593746131,47.01013946533203,6987900,0.0,0.0,0.0
2014-12-23 00:00:00-05:00,47.248776452299914,47.372207117395085,47.1006640487468,47.18294906616211,5552900,0.0,0.0,0.0
2014-12-24 00:00:00-05:00,47.289922833750005,47.363980606161775,47.1911770445528,47.232322692871094,1958200,0.0,0.0,0.0
2014-12-26 00:00:00-05:00,47.39689273025525,47.39689273025525,47.232322692871094,47.232322692871094,5733900,0.0,0.0,0.0
