Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2014-11-17 00:00:00-05:00,56.054572236949234,56.59749515685882,56.054572236949234,56.447147369384766,8587200,0.0,0.0,0.0
2014-11-18 00:00:00-05:00,56.488910452689545,57.39935166223633,56.4387966444325,57.35758590698242,8240100,0.0,0.0,0.0
2014-11-19 00:00:00-05:00,57.29076708100174,57.324178412928546,56.88984384299997,57.040191650390625,6253600,0.0,0.0,0.0
2014-11-20 00:00:00-05:00,56.78960776290564,57.02348070524963,56.61420305614764,56.7979621887207,9041600,0.0,0.0,0.0
2014-11-21 00:00:00-05:00,57.36594985600637,57.482886343058745,56.906551962185866,57.06525421142578,8098700,0.0,0.0,0.0
2014-11-24 00:00:00-05:00,57.290763247600005,57.365940332545115,57.17382677996053,57.35758590698242,5020100,0.0,0.0,0.0
2014-11-25 00:00:00-05:00,57.474536797959104,57.60818215026249,57.20725246591348,57.432777404785156,5510200,0.0,0.0,0.0
2014-11-26 00:00:00-05:00,57.624882338326294,57.80864150414537,57.39936378099618,57.78358459472656,5325900,0.0,0.0,0.0
2014-11-28 00:00:00-05:00,57.84205412157184,58.46014793364411,57.84205412157184,58.14274978637695,4395500,0.0,0.0,0.0
2014-12-01 00:00:00-05:00,57.93394406722979,58.418398988560895,57.85876695130357,58.00076675415039,8537400,0.0,0.0,0.0
2014-12-02 00:00:00-05:00,58.20957858119473,58.727438435256666,58.20957858119473,58.64391326904297,7444800,0.0,0.0,0.0
2014-12-03 00:00:00-05:00,58.77753311575775,58.827646919217564,58.51024887637386,58.73576736450195,6577000,0.0,0.0,0.0
2014-12-04 00:00:00-05:00,58.63555835810303,58.97801982109106,58.43509668632755,58.660621643066406,4235400,0.0,0.0,0.0
2014-12-05 00:00:00-05:00,58.70237795684426,59.178478385160055,58.64390970679008,59.12836456298828,8325100,0.0,0.0,0.0
2014-12-08 00:00:00-05:00,59.053184097817024,59.66292984731943,59.053184097817024,59.33717727661133,5942800,0.0,0.0,0.0
2014-12-09 00:00:00-05:00,58.65226279111124,59.14506569134178,58.309801353952125,59.08659744262695,9776300,0.0,0.0,0.0
2014-12-10 00:00:00-05:00,59.04482291385545,59.078234243493775,58.1343817057497,58.1761474609375,9011200,0.0,0.0,0.0
2014-12-11 00:00:00-05:00,58.39333613875992,59.02813248229573,58.209576954687414,58.34321594238281,7383300,0.0,0.0,0.0
2014-12-12 00:00:00-05:00,58.01744657716205,58.35155350869598,57.399352895988066,57.449466705322266,10438600,0.0,0.0,0.0
2014-12-15 00:00:00-05:00,57.79193919002636,57.80864167216715,56.72280190131073,56.92326354980469,17776200,0.0,0.0,0.0
2014-12-16 00:00:00-05:00,56.681044690296304,57.64994811469219,56.23000113370168,56.26341247558594,14735600,0.0,0.0,0.0
2014-12-17 00:00:00-05:00,56.33023324144081,57.45783890825408,56.221644790873704,57.31584548950195,17776200,0.0,0.0,0.0
2014-12-18 00:00:00-05:00,57.99239876880459,58.894485713673774,57.86710785325709,58.886131286621094,16048100,0.0,0.0,0.0
2014-12-19 00:00:00-05:00,59.10411262377042,59.464606048811056,58.701698829898206,59.028663635253906,17822000,0.26,0.0,0.0
